stop_id,stop_name,stop_lat,stop_lon,platform_code,parent_station,location_type
8884004:4,Saint-Ghislain,50.44286,3.820253,4,8884004,0
8884004:5,Saint-Ghislain,50.44286,3.820253,5,8884004,0
8884319,Boussu,50.436388,3.797025,,,1
8884319:0,Boussu,50.436388,3.797025,,8884319,0
8884319:1,Boussu,50.436388,3.797025,1,8884319,0
8884327,Hainin,50.428019,3.766893,,,1
8884327:0,Hainin,50.428019,3.766893,,8884327,0
8884327:1,Hainin,50.428019,3.766893,1,8884327,0
8884335,Quievrain,50.410103,3.68608,,,1
8884335:0,Quievrain,50.410103,3.68608,,8884335,0
8884335:1,Quievrain,50.410103,3.68608,1,8884335,0
8884350,Thulin,50.423335,3.744708,,,1
8884350:0,Thulin,50.423335,3.744708,,8884350,0
8884350:1,Thulin,50.423335,3.744708,1,8884350,0
8884541,Quaregnon,50.449827,3.856543,,,1
8884541:0,Quaregnon,50.449827,3.856543,,8884541,0
8884541:1,Quaregnon,50.449827,3.856543,1,8884541,0
8884541:2,Quaregnon,50.449827,3.856543,2,8884541,0
8884566,Jemappes,50.452577,3.885587,,,1
8884566:0,Jemappes,50.452577,3.885587,,8884566,0
8884566:1,Jemappes,50.452577,3.885587,1,8884566,0
8884566:2,Jemappes,50.452577,3.885587,2,8884566,0
8884632,Ville-Pommerœul,50.464542,3.724248,,,1
8884632:0,Ville-Pommerœul,50.464542,3.724248,,8884632,0
8884632:1,Ville-Pommerœul,50.464542,3.724248,1,8884632,0
8884632:2,Ville-Pommerœul,50.464542,3.724248,2,8884632,0
8884640,Harchies,50.482565,3.698764,,,1
8884640:0,Harchies,50.482565,3.698764,,8884640,0
8884640:1,Harchies,50.482565,3.698764,1,8884640,0
8884640:2,Harchies,50.482565,3.698764,2,8884640,0
8884715,Blaton,50.505461,3.666304,,,1
8884715:0,Blaton,50.505461,3.666304,,8884715,0
8884715:1,Blaton,50.505461,3.666304,1,8884715,0
8884715:2,Blaton,50.505461,3.666304,2,8884715,0
8884855,Péruwelz,50.513704,3.592772,,,1
8884855:0,Péruwelz,50.513704,3.592772,,8884855,0
8884855:1,Péruwelz,50.513704,3.592772,1,8884855,0
8884855:2,Péruwelz,50.513704,3.592772,2,8884855,0
8884889,Callenelle,50.527359,3.52618,,,1
8884889:0,Callenelle,50.527359,3.52618,,8884889,0
8884889:1,Callenelle,50.527359,3.52618,1,8884889,0
8884889:2,Callenelle,50.527359,3.52618,2,8884889,0
8885001,Tournai,50.613134,3.396942,,,1
8885001:0,Tournai,50.613134,3.396942,,8885001,0
8885001:1,Tournai,50.613134,3.396942,1,8885001,0
8885001:2,Tournai,50.613134,3.396942,2,8885001,0
8885001:3,Tournai,50.613134,3.396942,3,8885001,0
8885001:4,Tournai,50.613134,3.396942,4,8885001,0
8885001:5,Tournai,50.613134,3.396942,5,8885001,0
8885001:A,Tournai,50.613134,3.396942,A,8885001,0
8885068,Froyennes,50.62989,3.354837,,,1
8885068:0,Froyennes,50.62989,3.354837,,8885068,0
8885068:1,Froyennes,50.62989,3.354837,1,8885068,0
8885068:2,Froyennes,50.62989,3.354837,2,8885068,0
8885522,Antoing,50.569626,3.451309,,,1
8885522:0,Antoing,50.569626,3.451309,,8885522,0
8885522:1,Antoing,50.569626,3.451309,1,8885522,0
8885522:2,Antoing,50.569626,3.451309,2,8885522,0
8885530,Maubray,50.547557,3.495527,,,1
8885530:0,Maubray,50.547557,3.495527,,8885530,0
8885530:1,Maubray,50.547557,3.495527,1,8885530,0
8885530:2,Maubray,50.547557,3.495527,2,8885530,0
8885704,Mouscron,50.741005,3.228448,,,1
8885704:0,Mouscron,50.741005,3.228448,,8885704,0
8885704:1,Mouscron,50.741005,3.228448,1,8885704,0
8885704:2,Mouscron,50.741005,3.228448,2,8885704,0
8885704:3,Mouscron,50.741005,3.228448,3,8885704,0
8885704:4,Mouscron,50.741005,3.228448,4,8885704,0
8885753,Herseaux,50.713894,3.245959,,,1
8885753:0,Herseaux,50.713894,3.245959,,8885753,0
8885753:1,Herseaux,50.713894,3.245959,1,8885753,0
8885753:2,Herseaux,50.713894,3.245959,2,8885753,0
8886009,Ath,50.626932,3.777429,,,1
8886009:0,Ath,50.626932,3.777429,,8886009,0
8886009:1,Ath,50.626932,3.777429,1,8886009,0
8886009:2,Ath,50.626932,3.777429,2,8886009,0
8886009:3,Ath,50.626932,3.777429,3,8886009,0
8886009:4,Ath,50.626932,3.777429,4,8886009,0
8886041,Maffle,50.614356,3.800117,,,1
8886041:0,Maffle,50.614356,3.800117,,8886041,0
8886041:1,Maffle,50.614356,3.800117,1,8886041,0
8886041:2,Maffle,50.614356,3.800117,2,8886041,0
8886058,Mevergnies-Attre,50.600108,3.833917,,,1
8886058:0,Mevergnies-Attre,50.600108,3.833917,,8886058,0
8886058:1,Mevergnies-Attre,50.600108,3.833917,1,8886058,0
8886058:2,Mevergnies-Attre,50.600108,3.833917,2,8886058,0
8886066,Brugelette,50.594229,3.852551,,,1
8886066:0,Brugelette,50.594229,3.852551,,8886066,0
8886066:1,Brugelette,50.594229,3.852551,1,8886066,0
8886066:2,Brugelette,50.594229,3.852551,2,8886066,0
8886074,Cambron-Casteau,50.586759,3.874809,,,1
8886074:0,Cambron-Casteau,50.586759,3.874809,,8886074,0
8886074:1,Cambron-Casteau,50.586759,3.874809,1,8886074,0
8886074:2,Cambron-Casteau,50.586759,3.874809,2,8886074,0
8886348,Leuze,50.600612,3.616872,,,1
8886348:0,Leuze,50.600612,3.616872,,8886348,0
8886348:1,Leuze,50.600612,3.616872,1,8886348,0
8886348:2,Leuze,50.600612,3.616872,2,8886348,0
8886504,Lessen,50.712015,3.836434,,,1
8886504:0,Lessen,50.712015,3.836434,,8886504,0
8886504:1,Lessen,50.712015,3.836434,1,8886504,0
8886504:2,Lessen,50.712015,3.836434,2,8886504,0
8886504:3,Lessen,50.712015,3.836434,3,8886504,0
8886546,Acren,50.733095,3.847086,,,1
8886546:0,Acren,50.733095,3.847086,,8886546,0
8886546:1,Acren,50.733095,3.847086,1,8886546,0
8886546:2,Acren,50.733095,3.847086,2,8886546,0
8886553,Houraing,50.703062,3.835175,,,1
8886553:0,Houraing,50.703062,3.835175,,8886553,0
8886553:1,Houraing,50.703062,3.835175,1,8886553,0
8886553:2,Houraing,50.703062,3.835175,2,8886553,0
8886561,Papegem,50.686585,3.823408,,,1
8886561:0,Papegem,50.686585,3.823408,,8886561,0
8886561:1,Papegem,50.686585,3.823408,1,8886561,0
8886561:2,Papegem,50.686585,3.823408,2,8886561,0
8886587,Rebaix,50.661235,3.793627,,,1
8886587:0,Rebaix,50.661235,3.793627,,8886587,0
8886587:1,Rebaix,50.661235,3.793627,1,8886587,0
8886587:2,Rebaix,50.661235,3.793627,2,8886587,0
8891009,Brugge,51.197226,3.216726,,,1
8891009:0,Brugge,51.197226,3.216726,,8891009,0
8891009:1,Brugge,51.197226,3.216726,1,8891009,0
8891009:2,Brugge,51.197226,3.216726,2,8891009,0
8891009:3,Brugge,51.197226,3.216726,3,8891009,0
8891009:4,Brugge,51.197226,3.216726,4,8891009,0
8891009:5,Brugge,51.197226,3.216726,5,8891009,0
8891009:6,Brugge,51.197226,3.216726,6,8891009,0
8891009:7,Brugge,51.197226,3.216726,7,8891009,0
8891009:8,Brugge,51.197226,3.216726,8,8891009,0
8891009:9,Brugge,51.197226,3.216726,9,8891009,0
8891009:10,Brugge,51.197226,3.216726,10,8891009,0
8891033,Brugge-Sint-Pieters,51.223115,3.201795,,,1
8891033:0,Brugge-Sint-Pieters,51.223115,3.201795,,8891033,0
8891033:1,Brugge-Sint-Pieters,51.223115,3.201795,1,8891033,0
8891033:2,Brugge-Sint-Pieters,51.223115,3.201795,2,8891033,0
8891116,Oostkamp,51.154114,3.257466,,,1
8891116:0,Oostkamp,51.154114,3.257466,,8891116,0
8891116:1,Oostkamp,51.154114,3.257466,1,8891116,0
8891116:2,Oostkamp,51.154114,3.257466,2,8891116,0
8891124,Beernem,51.128009,3.329892,,,1
8891124:0,Beernem,51.128009,3.329892,,8891124,0
8891124:1,Beernem,51.128009,3.329892,1,8891124,0
8891124:2,Beernem,51.128009,3.329892,2,8891124,0
8891132,Maria-Aalter,51.107612,3.38673,,,1
8891132:0,Maria-Aalter,51.107612,3.38673,,8891132,0
8891132:1,Maria-Aalter,51.107612,3.38673,1,8891132,0
8891132:2,Maria-Aalter,51.107612,3.38673,2,8891132,0
8891140,Aalter,51.092295,3.447848,,,1
8891140:0,Aalter,51.092295,3.447848,,8891140,0
8891140:1,Aalter,51.092295,3.447848,1,8891140,0
8891140:2,Aalter,51.092295,3.447848,2,8891140,0
8891140:3,Aalter,51.092295,3.447848,3,8891140,0
8891140:4,Aalter,51.092295,3.447848,4,8891140,0
8891157,Bellem,51.083908,3.487374,,,1
8891157:0,Bellem,51.083908,3.487374,,8891157,0
8891157:1,Bellem,51.083908,3.487374,1,8891157,0
8891157:2,Bellem,51.083908,3.487374,2,8891157,0
8891165,Hansbeke,51.073202,3.536212,,,1
8891165:0,Hansbeke,51.073202,3.536212,,8891165,0
8891165:1,Hansbeke,51.073202,3.536212,1,8891165,0
8891165:2,Hansbeke,51.073202,3.536212,2,8891165,0
8891173,Zeebrugge-Strand,51.324549,3.186666,,,1
8891173:0,Zeebrugge-Strand,51.324549,3.186666,,8891173,0
8891173:1,Zeebrugge-Strand,51.324549,3.186666,1,8891173,0
8891264,Zedelgem,51.127047,3.16414,,,1
8891264:0,Zedelgem,51.127047,3.16414,,8891264,0
8891264:1,Zedelgem,51.127047,3.16414,1,8891264,0
8891264:2,Zedelgem,51.127047,3.16414,2,8891264,0
8891314,Torhout,51.064707,3.105871,,,1
8891314:0,Torhout,51.064707,3.105871,,8891314,0
8891314:1,Torhout,51.064707,3.105871,1,8891314,0
8891314:2,Torhout,51.064707,3.105871,2,8891314,0
8891405,Blankenberge,51.312432,3.133864,,,1
8891405:0,Blankenberge,51.312432,3.133864,,8891405,0
8891405:1,Blankenberge,51.312432,3.133864,1,8891405,0
8891405:2,Blankenberge,51.312432,3.133864,2,8891405,0
8891405:3,Blankenberge,51.312432,3.133864,3,8891405,0
8891405:4,Blankenberge,51.312432,3.133864,4,8891405,0
8891405:5,Blankenberge,51.312432,3.133864,5,8891405,0
8891405:6,Blankenberge,51.312432,3.133864,6,8891405,0
8891405:7,Blankenberge,51.312432,3.133864,7,8891405,0
8891553,Zeebrugge-Dorp,51.326383,3.19517,,,1
8891553:0,Zeebrugge-Dorp,51.326383,3.19517,,8891553,0
8891611,Zwankendamme,51.306409,3.191557,,,1
8891611:0,Zwankendamme,51.306409,3.191557,,8891611,0
8891629,Lissewege,51.294714,3.194505,,,1
8891629:0,Lissewege,51.294714,3.194505,,8891629,0
8891629:1,Lissewege,51.294714,3.194505,1,8891629,0
8891629:2,Lissewege,51.294714,3.194505,2,8891629,0
8891645,Heist,51.333979,3.239181,,,1
8891645:0,Heist,51.333979,3.239181,,8891645,0
8891645:1,Heist,51.333979,3.239181,1,8891645,0
8891645:2,Heist,51.333979,3.239181,2,8891645,0
8891652,Duinbergen,51.338195,3.263587,,,1
8891652:0,Duinbergen,51.338195,3.263587,,8891652,0
8891652:1,Duinbergen,51.338195,3.263587,1,8891652,0
8891652:2,Duinbergen,51.338195,3.263587,2,8891652,0
8891660,Knokke,51.339894,3.285188,,,1
8891660:0,Knokke,51.339894,3.285188,,8891660,0
8891660:1,Knokke,51.339894,3.285188,1,8891660,0
8891660:2,Knokke,51.339894,3.285188,2,8891660,0
8891660:3,Knokke,51.339894,3.285188,3,8891660,0
8891660:4,Knokke,51.339894,3.285188,4,8891660,0
8891702,Oostende,51.228212,2.925809,,,1
8891702:0,Oostende,51.228212,2.925809,,8891702,0
8891702:1,Oostende,51.228212,2.925809,1,8891702,0
8891702:2,Oostende,51.228212,2.925809,2,8891702,0
8891702:3,Oostende,51.228212,2.925809,3,8891702,0
8891702:4,Oostende,51.228212,2.925809,4,8891702,0
8891702:5,Oostende,51.228212,2.925809,5,8891702,0
8891702:6,Oostende,51.228212,2.925809,6,8891702,0
8891702:7,Oostende,51.228212,2.925809,7,8891702,0
8891702:8,Oostende,51.228212,2.925809,8,8891702,0
8891702:9,Oostende,51.228212,2.925809,9,8891702,0
8891702:10,Oostende,51.228212,2.925809,10,8891702,0
8892007,Gent-Sint-Pieters,51.035896,3.710675,,,1
8892007:0,Gent-Sint-Pieters,51.035896,3.710675,,8892007,0
8892007:1,Gent-Sint-Pieters,51.035896,3.710675,1,8892007,0
8892007:2,Gent-Sint-Pieters,51.035896,3.710675,2,8892007,0
8892007:3,Gent-Sint-Pieters,51.035896,3.710675,3,8892007,0
8892007:4,Gent-Sint-Pieters,51.035896,3.710675,4,8892007,0
8892007:5,Gent-Sint-Pieters,51.035896,3.710675,5,8892007,0
8892007:6,Gent-Sint-Pieters,51.035896,3.710675,6,8892007,0
8892007:7,Gent-Sint-Pieters,51.035896,3.710675,7,8892007,0
8892007:8,Gent-Sint-Pieters,51.035896,3.710675,8,8892007,0
8892007:9,Gent-Sint-Pieters,51.035896,3.710675,9,8892007,0
8892007:10,Gent-Sint-Pieters,51.035896,3.710675,10,8892007,0
8892007:11,Gent-Sint-Pieters,51.035896,3.710675,11,8892007,0
8892007:12,Gent-Sint-Pieters,51.035896,3.710675,12,8892007,0
8892031,Drongen,51.047295,3.655202,,,1
8892031:0,Drongen,51.047295,3.655202,,8892031,0
8892031:1,Drongen,51.047295,3.655202,1,8892031,0
8892031:2,Drongen,51.047295,3.655202,2,8892031,0
8892056,Landegem,51.064311,3.576852,,,1
8892056:0,Landegem,51.064311,3.576852,,8892056,0
8892056:1,Landegem,51.064311,3.576852,1,8892056,0
8892056:2,Landegem,51.064311,3.576852,2,8892056,0
8892056:3,Landegem,51.064311,3.576852,3,8892056,0
8892080,De Pinte,50.997063,3.650465,,,1
8892080:0,De Pinte,50.997063,3.650465,,8892080,0
8892080:1,De Pinte,50.997063,3.650465,1,8892080,0
8892080:2,De Pinte,50.997063,3.650465,2,8892080,0
8892080:3,De Pinte,50.997063,3.650465,3,8892080,0
8892080:4,De Pinte,50.997063,3.650465,4,8892080,0
8892106,Deinze,50.978258,3.534432,,,1
8892106:0,Deinze,50.978258,3.534432,,8892106,0
8892106:1,Deinze,50.978258,3.534432,1,8892106,0
8892106:2,Deinze,50.978258,3.534432,2,8892106,0
8892106:3,Deinze,50.978258,3.534432,3,8892106,0
8892106:4,Deinze,50.978258,3.534432,4,8892106,0
8892205,Lichtervelde,51.025163,3.127212,,,1
8892205:0,Lichtervelde,51.025163,3.127212,,8892205,0
8892205:1,Lichtervelde,51.025163,3.127212,1,8892205,0
8892205:2,Lichtervelde,51.025163,3.127212,2,8892205,0
8892205:3,Lichtervelde,51.025163,3.127212,3,8892205,0
8892205:4,Lichtervelde,51.025163,3.127212,4,8892205,0
8892205:5,Lichtervelde,51.025163,3.127212,5,8892205,0
8892254,Tielt,50.990842,3.330341,,,1
8892254:0,Tielt,50.990842,3.330341,,8892254,0
8892254:1,Tielt,50.990842,3.330341,1,8892254,0
8892254:2,Tielt,50.990842,3.330341,2,8892254,0
8892288,Aarsele,50.98446,3.418363,,,1
8892288:0,Aarsele,50.98446,3.418363,,8892288,0
8892288:1,Aarsele,50.98446,3.418363,1,8892288,0
8892288:2,Aarsele,50.98446,3.418363,2,8892288,0
8892304,Veurne,51.073867,2.66994,,,1
8892304:0,Veurne,51.073867,2.66994,,8892304,0
8892304:1,Veurne,51.073867,2.66994,1,8892304,0
8892304:2,Veurne,51.073867,2.66994,2,8892304,0
8892320,Koksijde,51.079197,2.65277,,,1
8892320:0,Koksijde,51.079197,2.65277,,8892320,0
8892320:1,Koksijde,51.079197,2.65277,1,8892320,0
8892338,De Panne,51.0774,2.601963,,,1
8892338:0,De Panne,51.0774,2.601963,,8892338,0
8892338:1,De Panne,51.0774,2.601963,1,8892338,0
8892338:2,De Panne,51.0774,2.601963,2,8892338,0
8892338:3,De Panne,51.0774,2.601963,3,8892338,0
8892403,Kortemark,51.025244,3.043459,,,1
8892403:0,Kortemark,51.025244,3.043459,,8892403,0
8892403:1,Kortemark,51.025244,3.043459,1,8892403,0
8892403:2,Kortemark,51.025244,3.043459,2,8892403,0
8892452,Diksmuide,51.032723,2.868943,,,1
8892452:0,Diksmuide,51.032723,2.868943,,8892452,0
8892452:1,Diksmuide,51.032723,2.868943,1,8892452,0
8892452:2,Diksmuide,51.032723,2.868943,2,8892452,0
8892601,Oudenaarde,50.850116,3.600386,,,1
8892601:0,Oudenaarde,50.850116,3.600386,,8892601,0
8892601:1,Oudenaarde,50.850116,3.600386,1,8892601,0
8892601:2,Oudenaarde,50.850116,3.600386,2,8892601,0
8892601:3,Oudenaarde,50.850116,3.600386,3,8892601,0
8892601:4,Oudenaarde,50.850116,3.600386,4,8892601,0
8892601:5,Oudenaarde,50.850116,3.600386,5,8892601,0
8892627,Eine,50.870432,3.623776,,,1
8892627:0,Eine,50.870432,3.623776,,8892627,0
8892627:1,Eine,50.870432,3.623776,1,8892627,0
8892635,Zingem,50.908025,3.646384,,,1
8892635:0,Zingem,50.908025,3.646384,,8892635,0
8892635:1,Zingem,50.908025,3.646384,1,8892635,0
8892635:2,Zingem,50.908025,3.646384,2,8892635,0
8892643,Gavere-Asper,50.930021,3.639732,,,1
8892643:0,Gavere-Asper,50.930021,3.639732,,8892643,0
8892643:1,Gavere-Asper,50.930021,3.639732,1,8892643,0
8892643:2,Gavere-Asper,50.930021,3.639732,2,8892643,0
8892650,Eke-Nazareth,50.960774,3.627839,,,1
8892650:0,Eke-Nazareth,50.960774,3.627839,,8892650,0
8892650:1,Eke-Nazareth,50.960774,3.627839,1,8892650,0
8892692,Sint-Denijs-Boekel,50.874297,3.698395,,,1
8892692:0,Sint-Denijs-Boekel,50.874297,3.698395,,8892692,0
8892692:1,Sint-Denijs-Boekel,50.874297,3.698395,1,8892692,0
8892692:2,Sint-Denijs-Boekel,50.874297,3.698395,2,8892692,0
8892734,Anzegem,50.826385,3.495014,,,1
8892734:0,Anzegem,50.826385,3.495014,,8892734,0
8892734:1,Anzegem,50.826385,3.495014,1,8892734,0
8892734:2,Anzegem,50.826385,3.495014,2,8892734,0
8892908,Ronse,50.742506,3.602552,,,1
8892908:0,Ronse,50.742506,3.602552,,8892908,0
8892908:1,Ronse,50.742506,3.602552,1,8892908,0
8892908:2,Ronse,50.742506,3.602552,2,8892908,0
8893013,Merelbeke,51.017531,3.768889,,,1
8893013:0,Merelbeke,51.017531,3.768889,,8893013,0
8893013:1,Merelbeke,51.017531,3.768889,1,8893013,0
8893013:2,Merelbeke,51.017531,3.768889,2,8893013,0
8893013:3,Merelbeke,51.017531,3.768889,3,8893013,0
8893039,Melle,51.002807,3.797088,,,1
8893039:0,Melle,51.002807,3.797088,,8893039,0
8893039:1,Melle,51.002807,3.797088,1,8893039,0
8893039:2,Melle,51.002807,3.797088,2,8893039,0
8893047,Gontrode,50.980199,3.801672,,,1
8893047:0,Gontrode,50.980199,3.801672,,8893047,0
8893047:1,Gontrode,50.980199,3.801672,1,8893047,0
8893047:2,Gontrode,50.980199,3.801672,2,8893047,0
8893054,Landskouter,50.970545,3.791146,,,1
8893054:0,Landskouter,50.970545,3.791146,,8893054,0
8893054:1,Landskouter,50.970545,3.791146,1,8893054,0
8893054:2,Landskouter,50.970545,3.791146,2,8893054,0
8893062,Moortsele,50.953519,3.781339,,,1
8893062:0,Moortsele,50.953519,3.781339,,8893062,0
8893062:1,Moortsele,50.953519,3.781339,1,8893062,0
8893062:2,Moortsele,50.953519,3.781339,2,8893062,0
8893070,Scheldewindeke,50.937069,3.777842,,,1
8893070:0,Scheldewindeke,50.937069,3.777842,,8893070,0
8893070:1,Scheldewindeke,50.937069,3.777842,1,8893070,0
8893070:2,Scheldewindeke,50.937069,3.777842,2,8893070,0
8893120,Gent-Dampoort,51.056365,3.740591,,,1
8893120:0,Gent-Dampoort,51.056365,3.740591,,8893120,0
8893120:1,Gent-Dampoort,51.056365,3.740591,1,8893120,0
8893120:2,Gent-Dampoort,51.056365,3.740591,2,8893120,0
8893179,Gentbrugge,51.038647,3.756322,,,1
8893179:0,Gentbrugge,51.038647,3.756322,,8893179,0
8893179:1,Gentbrugge,51.038647,3.756322,1,8893179,0
8893179:2,Gentbrugge,51.038647,3.756322,2,8893179,0
8893211,Wondelgem,51.088357,3.719071,,,1
8893211:0,Wondelgem,51.088357,3.719071,,8893211,0
8893211:1,Wondelgem,51.088357,3.719071,1,8893211,0
8893211:2,Wondelgem,51.088357,3.719071,2,8893211,0
8893252,Evergem,51.107585,3.70138,,,1
8893252:0,Evergem,51.107585,3.70138,,8893252,0
8893252:1,Evergem,51.107585,3.70138,1,8893252,0
8893260,Sleidinge,51.126607,3.667526,,,1
8893260:0,Sleidinge,51.126607,3.667526,,8893260,0
8893260:1,Sleidinge,51.126607,3.667526,1,8893260,0
8893401,Dendermonde,51.022781,4.101427,,,1
8893401:0,Dendermonde,51.022781,4.101427,,8893401,0
8893401:1,Dendermonde,51.022781,4.101427,1,8893401,0
8893401:2,Dendermonde,51.022781,4.101427,2,8893401,0
8893401:3,Dendermonde,51.022781,4.101427,3,8893401,0
8893401:4,Dendermonde,51.022781,4.101427,4,8893401,0
8893401:5,Dendermonde,51.022781,4.101427,5,8893401,0
8893401:6,Dendermonde,51.022781,4.101427,6,8893401,0
8893401:7,Dendermonde,51.022781,4.101427,7,8893401,0
8893401:8,Dendermonde,51.022781,4.101427,8,8893401,0
8893401:9,Dendermonde,51.022781,4.101427,9,8893401,0
8893443,Sint-Gillis-Dendermonde,51.021693,4.117832,,,1
8893443:0,Sint-Gillis-Dendermonde,51.021693,4.117832,,8893443,0
8893443:1,Sint-Gillis-Dendermonde,51.021693,4.117832,1,8893443,0
8893443:2,Sint-Gillis-Dendermonde,51.021693,4.117832,2,8893443,0
8893518,Oudegem,51.01523,4.064472,,,1
8893518:0,Oudegem,51.01523,4.064472,,8893518,0
8893518:1,Oudegem,51.01523,4.064472,1,8893518,0
8893518:2,Oudegem,51.01523,4.064472,2,8893518,0
8893526,Schoonaarde,51.003149,4.011094,,,1
8893526:0,Schoonaarde,51.003149,4.011094,,8893526,0
8893526:1,Schoonaarde,51.003149,4.011094,1,8893526,0
8893526:2,Schoonaarde,51.003149,4.011094,2,8893526,0
8893534,Wichelen,51.001962,3.969195,,,1
8893534:0,Wichelen,51.001962,3.969195,,8893534,0
8893534:1,Wichelen,51.001962,3.969195,1,8893534,0
8893534:2,Wichelen,51.001962,3.969195,2,8893534,0
8893542,Schellebelle,51.003149,3.921373,,,1
8893542:0,Schellebelle,51.003149,3.921373,,8893542,0
8893542:1,Schellebelle,51.003149,3.921373,1,8893542,0
8893542:2,Schellebelle,51.003149,3.921373,2,8893542,0
8893559,Wetteren,51.001603,3.881883,,,1
8893559:0,Wetteren,51.001603,3.881883,,8893559,0
8893559:1,Wetteren,51.001603,3.881883,1,8893559,0
8893559:2,Wetteren,51.001603,3.881883,2,8893559,0
8893567,Kwatrecht,50.99175,3.829593,,,1
8893567:0,Kwatrecht,50.99175,3.829593,,8893567,0
8893567:1,Kwatrecht,50.99175,3.829593,1,8893567,0
8893567:2,Kwatrecht,50.99175,3.829593,2,8893567,0
8893583,Serskamp,50.984397,3.959361,,,1
8893583:0,Serskamp,50.984397,3.959361,,8893583,0
8893583:1,Serskamp,50.984397,3.959361,1,8893583,0
8893583:2,Serskamp,50.984397,3.959361,2,8893583,0
8893708,Eeklo,51.181333,3.574515,,,1
8893708:0,Eeklo,51.181333,3.574515,,8893708,0
8893708:1,Eeklo,51.181333,3.574515,1,8893708,0
8893708:2,Eeklo,51.181333,3.574515,2,8893708,0
8893708:3,Eeklo,51.181333,3.574515,3,8893708,0
8893815,Waarschoot,51.154608,3.615353,,,1
8893815:0,Waarschoot,51.154608,3.615353,,8893815,0
8893815:1,Waarschoot,51.154608,3.615353,1,8893815,0
8894151,Beervelde,51.08753,3.879384,,,1
8894151:0,Beervelde,51.08753,3.879384,,8894151,0
8894151:1,Beervelde,51.08753,3.879384,1,8894151,0
8894151:2,Beervelde,51.08753,3.879384,2,8894151,0
8894201,Lokeren,51.108062,3.987794,,,1
8894201:0,Lokeren,51.108062,3.987794,,8894201,0
8894201:1,Lokeren,51.108062,3.987794,1,8894201,0
8894201:2,Lokeren,51.108062,3.987794,2,8894201,0
8894201:3,Lokeren,51.108062,3.987794,3,8894201,0
8894201:4,Lokeren,51.108062,3.987794,4,8894201,0
8894235,Zele,51.073256,4.041999,,,1
8894235:0,Zele,51.073256,4.041999,,8894235,0
8894235:1,Zele,51.073256,4.041999,1,8894235,0
8894235:2,Zele,51.073256,4.041999,2,8894235,0
8894425,Sinaai,51.143398,4.06894,,,1
8894425:0,Sinaai,51.143398,4.06894,,8894425,0
8894425:1,Sinaai,51.143398,4.06894,1,8894425,0
8894425:2,Sinaai,51.143398,4.06894,2,8894425,0
8894433,Belsele,51.150994,4.088608,,,1
8894433:0,Belsele,51.150994,4.088608,,8894433,0
8894433:1,Belsele,51.150994,4.088608,1,8894433,0
8894433:2,Belsele,51.150994,4.088608,2,8894433,0
8894508,Sint-Niklaas,51.171472,4.142966,,,1
8894508:0,Sint-Niklaas,51.171472,4.142966,,8894508,0
8894508:1,Sint-Niklaas,51.171472,4.142966,1,8894508,0
8894508:2,Sint-Niklaas,51.171472,4.142966,2,8894508,0
8894508:3,Sint-Niklaas,51.171472,4.142966,3,8894508,0
8894508:4,Sint-Niklaas,51.171472,4.142966,4,8894508,0
8894672,Temse,51.126085,4.221352,,,1
8894672:0,Temse,51.126085,4.221352,,8894672,0
8894714,Nieuwkerken-Waas,51.185612,4.185907,,,1
8894714:0,Nieuwkerken-Waas,51.185612,4.185907,,8894714,0
8894714:1,Nieuwkerken-Waas,51.185612,4.185907,1,8894714,0
8894714:2,Nieuwkerken-Waas,51.185612,4.185907,2,8894714,0
8894748,Beveren,51.208336,4.25952,,,1
8894748:0,Beveren,51.208336,4.25952,,8894748,0
8894748:1,Beveren,51.208336,4.25952,1,8894748,0
8894748:2,Beveren,51.208336,4.25952,2,8894748,0
8894755,Melsele,51.21071,4.286766,,,1
8894755:0,Melsele,51.21071,4.286766,,8894755,0
8894755:1,Melsele,51.21071,4.286766,1,8894755,0
8894755:2,Melsele,51.21071,4.286766,2,8894755,0
8894821,Zwijndrecht,51.214108,4.32978,,,1
8894821:0,Zwijndrecht,51.214108,4.32978,,8894821,0
8894821:1,Zwijndrecht,51.214108,4.32978,1,8894821,0
8894821:2,Zwijndrecht,51.214108,4.32978,2,8894821,0
8895000,Aalst,50.942813,4.039653,,,1
8895000:0,Aalst,50.942813,4.039653,,8895000,0
8895000:1,Aalst,50.942813,4.039653,1,8895000,0
8895000:2,Aalst,50.942813,4.039653,2,8895000,0
8895000:3,Aalst,50.942813,4.039653,3,8895000,0
8895000:4,Aalst,50.942813,4.039653,4,8895000,0
8895000:5,Aalst,50.942813,4.039653,5,8895000,0
8895000:6,Aalst,50.942813,4.039653,6,8895000,0
8895067,Lede,50.970895,3.984981,,,1
8895067:0,Lede,50.970895,3.984981,,8895067,0
8895067:1,Lede,50.970895,3.984981,1,8895067,0
8895067:2,Lede,50.970895,3.984981,2,8895067,0
8895091,Erembodegem,50.919621,4.055447,,,1
8895091:0,Erembodegem,50.919621,4.055447,,8895091,0
8895091:1,Erembodegem,50.919621,4.055447,1,8895091,0
8895091:2,Erembodegem,50.919621,4.055447,2,8895091,0
8895125,Aalst-Kerrebroek,50.948377,4.024407,,,1
8895125:0,Aalst-Kerrebroek,50.948377,4.024407,,8895125,0
8895208,Zottegem,50.869102,3.81441,,,1
8895208:0,Zottegem,50.869102,3.81441,,8895208,0
